url,website_text,has_form,has_password_input,has_sensitive_input,form_action_external,label,body_text
https://ovo.id/artikel/keamanan,,0,0,0,0,1,
,,0,0,0,0,0,"Selamat! Anda menang undian BCA Rp50.000.000, klik link ini untuk klaim: bit.ly/klaim-hadiah"
,,0,0,0,0,0,"Rekening anda akan diblokir dalam 24 jam, segera verifikasi di link berikut untuk mencegahnya"
,,0,0,0,0,0,"DANA anda mendapat bonus Rp500.000, klaim sekarang sebelum kadaluarsa"
,,0,0,0,0,0,"Kami dari pihak bank BRI, mohon konfirmasi data anda dengan klik link ini agar tidak terblokir"
,,0,0,0,0,0,"Selamat anda terpilih sebagai pemenang undian Telkomsel, hadiah motor dan uang tunai menanti anda"
,,0,0,0,0,0,"Investasi modal 500rb bisa jadi 5 juta dalam seminggu, gabung sekarang juga sebelum kehabisan slot"
,,0,0,0,0,0,"Paket anda tertahan di bea cukai, bayar biaya admin Rp150.000 untuk proses pengiriman"
,,0,0,0,0,0,Klik link berikut untuk verifikasi akun OVO anda agar tidak dinonaktifkan permanen
,,0,0,0,0,0,"Anda mendapat cashback listrik gratis dari PLN, isi data di link berikut segera"
,,0,0,0,0,0,"Kami menawarkan pinjaman online tanpa jaminan cair dalam 5 menit, klik untuk daftar"
,,0,0,0,0,0,"Nomor anda terpilih mendapat hadiah Toyota Innova dari program undian nasional, hubungi admin"
,,0,0,0,0,0,Mohon transfer biaya admin dulu ya sebelum hadiah dikirimkan ke alamat anda
,,0,0,0,0,0,"Akun Shopee anda akan dihapus, verifikasi sekarang untuk menyelamatkan poin reward anda"
,,0,0,0,0,0,"Selamat nomor anda beruntung mendapat pulsa gratis 100rb, klik link untuk klaim"
,,0,0,0,0,0,"Kami dari customer service Gojek, mohon konfirmasi OTP yang baru saja anda terima"
,,0,0,0,0,0,"Dapatkan penghasilan tambahan 3 juta per hari hanya dengan klik iklan, daftar sekarang"
,,0,0,0,0,0,"Rekening BCA anda terdeteksi aktivitas mencurigakan, klik link berikut untuk amankan akun"
,,0,0,0,0,0,Anda mendapat kesempatan investasi emas dengan keuntungan 20% per bulan tanpa risiko
,,0,0,0,0,0,Segera lakukan pembayaran cicilan yang tertunggak melalui link berikut agar tidak masuk daftar hitam
,,0,0,0,0,0,"Sistem mendeteksi login mencurigakan pada akun anda, verifikasi identitas melalui link berikut segera"
,,0,0,0,0,0,"Akun Instagram anda dilaporkan melanggar kebijakan, banding sekarang atau akun dihapus permanen"
,,0,0,0,0,0,"Selamat anda mendapat kesempatan menjadi reseller resmi dengan modal 0 rupiah, daftar sekarang"
,,0,0,0,0,0,Klik link berikut untuk mengaktifkan kembali akun Netflix anda yang telah dinonaktifkan
,,0,0,0,0,0,"Petugas pajak menginformasikan anda memiliki tunggakan, segera bayar melalui link berikut"
,,0,0,0,0,0,"Kartu kredit anda terindikasi penyalahgunaan, segera hubungi nomor berikut untuk verifikasi"
,,0,0,0,0,1,"Halo kak, produk skincare ready stock, bisa COD area Jakarta, minat DM ya"
,,0,0,0,0,1,"Meeting tim besok jam 10 pagi di ruang rapat lantai 3, jangan lupa bawa laporan mingguan"
,,0,0,0,0,1,"Cuaca hari ini cerah berawan, suhu sekitar 28 derajat celcius di wilayah Jakarta"
,,0,0,0,0,1,"Terima kasih sudah belanja di toko kami, pesanan anda sedang dikemas dan akan segera dikirim"
,,0,0,0,0,1,"Info loker: dibutuhkan admin sosial media, pengalaman min 1 tahun, kirim CV ke email resmi"
,,0,0,0,0,1,"Selamat ulang tahun ya, semoga sehat selalu dan sukses terus dalam karirnya"
,,0,0,0,0,1,Jangan lupa besok ada webinar gratis tentang literasi keuangan jam 7 malam via Zoom
,,0,0,0,0,1,Promo akhir tahun diskon 30% untuk semua produk elektronik di toko resmi kami
,,0,0,0,0,1,"Halo, saya ingin konfirmasi jadwal konsultasi dokter gigi untuk hari Sabtu ya"
,,0,0,0,0,1,Tugas kelompok dikumpulkan paling lambat hari Jumat jam 5 sore melalui platform kelas
,,0,0,0,0,1,"Selamat pagi, mohon info untuk jadwal maintenance server minggu ini ya tim"
,,0,0,0,0,1,"Buku yang anda pesan sudah tersedia di perpustakaan, silakan diambil paling lambat 3 hari"
,,0,0,0,0,1,Reminder pembayaran listrik bulan ini bisa dicek langsung di aplikasi PLN Mobile resmi
,,0,0,0,0,1,"Terima kasih telah menghubungi customer service kami, tiket anda sedang kami proses"
,,0,0,0,0,1,Ada rapat RT malam ini jam 8 membahas jadwal kerja bakti minggu depan
,,0,0,0,0,1,"Selamat, laporan yang anda kirim sudah diterima dan akan direview oleh tim terkait"
,,0,0,0,0,1,"Info kelas coding gratis untuk pemula, daftar melalui website resmi komunitas kami"
,,0,0,0,0,1,"Jadwal ujian akhir semester sudah dirilis, silakan cek di portal akademik kampus masing-masing"
,,0,0,0,0,1,"Terima kasih atas kunjungan anda ke pameran kami, semoga bermanfaat informasinya"
,,0,0,0,0,1,Tolong kirimkan draft laporan keuangan bulan ini paling lambat besok pagi ya
,,0,0,0,0,1,"Selamat datang di grup diskusi kelas, mohon perkenalkan diri masing-masing di sini"
,,0,0,0,0,1,Cek promo tiket pesawat murah untuk liburan akhir tahun di aplikasi resmi maskapai
,,0,0,0,0,1,"Nomor resi pengiriman anda sudah aktif, silakan lacak paket melalui website resmi ekspedisi"
,,0,0,0,0,1,"Undangan pernikahan sudah kami kirim ke alamat rumah, mohon konfirmasi kehadirannya ya"
,,0,0,0,0,1,"Halo, produk sudah sampai, terima kasih pelayanannya sangat memuaskan dan cepat"
,,0,0,0,0,1,Reminder pembayaran SPP bulan ini bisa dilakukan melalui bank yang bekerja sama dengan sekolah
